publishedtime,desc,likes,reposts,views,replies,bookmarks,tweeturl,contenturl
Sun Apr 14 21:56:59 +0000 2019,"Я считаю с начала стадионного тура конца 2017. Думаю, это стопро считается за несколько лет. И концерт был охуенный",813,8,None,30,0,https://x.com/norimyxxxo/status/1117547322991370241,None
Sun Apr 14 21:50:01 +0000 2019,RT @kingporchy: Spasibo Kazakhstan I will be back! Trust me,0,16,None,0,0,https://x.com/norimyxxxo/status/1117545570250502144,None
Sun Apr 14 20:06:16 +0000 2019,RT @JohnnyRudeboy: алма-ата спасибо! алматы тоже спасибо! 🔥 https://t.co/enEVWruLHq,0,15,None,0,0,https://x.com/norimyxxxo/status/1117519459932102656,https://pbs.twimg.com/media/D4I0dG3W0AAVh6H.jpg
Sun Apr 14 13:38:39 +0000 2019,"RT @realclaudemoney: Запилил разборчик REALITY! Получилось не столько про битос, сколько про весь процесс создания сайфера. А еще Мирон там…",0,41,None,0,0,https://x.com/norimyxxxo/status/1117421911636627458,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Sun Apr 14 07:53:41 +0000 2019,"Продолжил баурсаками со сметаной и медом на завтрак, выступать сегодня планирую лёжа",6786,152,None,70,9,https://x.com/norimyxxxo/status/1117335099169812481,None
Sat Apr 13 19:21:06 +0000 2019,"Обожрался алматинским бешбармаком, лежу, кряхчу, держу вас в курсе",10229,345,None,159,16,https://x.com/norimyxxxo/status/1117145705167106049,None
Sat Apr 13 19:18:22 +0000 2019,Уважаемые люди теперь в твитторе.,620,2,None,7,0,https://x.com/norimyxxxo/status/1117145019922751488,None
Sat Apr 13 18:26:42 +0000 2019,Астана https://t.co/VCmD05uQo4,2558,73,None,40,2,https://x.com/norimyxxxo/status/1117132016057769990,https://pbs.twimg.com/media/D4DZoiSXsAEWPbC.jpg
Fri Apr 12 21:11:30 +0000 2019,RT @JohnnyRudeboy: спасибо астана. нурсултан тоже спасибо. клёво у вас https://t.co/Ohx9dZIvKn,0,46,None,0,0,https://x.com/norimyxxxo/status/1116811102741041152,https://pbs.twimg.com/media/D3-ioOCWsAAd1_D.jpg
Fri Apr 12 07:11:47 +0000 2019,"Сегодня, впервые в Астане

Билеты на входе или https://t.co/NElSyZJkuX https://t.co/qs4rhYS0Bk",1227,15,None,32,0,https://x.com/norimyxxxo/status/1116599780195487744,https://pbs.twimg.com/media/D371kORU8AEmP31.jpg
Fri Apr 12 07:10:51 +0000 2019,"Трек «Reality» появился на VK / Boom и скоро появится на других цифровых платформах. Вот единая ссылка:

https://t.co/enwMMcVCei

Накидайте ретвитов, а то очень много было вопросов, где послушать https://t.co/0lTGoHQY2u",1059,114,None,19,2,https://x.com/norimyxxxo/status/1116599544890843136,https://pbs.twimg.com/media/D371WqHU8AAAr9A.jpg
Mon Apr 08 19:08:27 +0000 2019,"ПИЭМ, OXXXYMIRON, J.MAKONNEN, ДИНАСТ, LETAI, PALMDROPOV - REALITY (VIDEO 2019):

https://t.co/4Akgtt4M8g

Video by @rohoteam 
Production by https://t.co/CY2m3ghweC

Audio prod. by @realclaudemoney &amp; @Viramaina_prod 
Mixed &amp; Mastered by Max Kravtsov

RT RT RT !!! https://t.co/Clj01GZOUu",5824,614,None,301,23,https://x.com/norimyxxxo/status/1115330581372514304,https://pbs.twimg.com/media/D3pzP5TWwAMlRz2.jpg
Tue Apr 09 16:23:51 +0000 2019,"OXXXYMIRON IN KAZAKHSTAN

ASTANA (NUR-SULTAN) 12.04
ALMATY 14.04

Билеты: https://t.co/fTpC1C0Phb

Увидимся через 3 дня https://t.co/qXnV3RWIim",1583,62,None,46,8,https://x.com/norimyxxxo/status/1115651546505723904,https://pbs.twimg.com/ext_tw_video_thumb/1115651281627045889/pu/img/U_rAvnGg32EQWf1E.jpg
Tue Apr 09 12:12:01 +0000 2019,https://t.co/FaJVWQqLKm,10886,264,None,197,14,https://x.com/norimyxxxo/status/1115588170932989953,https://pbs.twimg.com/media/D3tdhjtWsAAo2Bt.jpg
Mon Apr 08 23:06:27 +0000 2019,"RT @rohoteam: @norimyxxxo @PDurnoy Бля короче. 
СЕМЬ ЕБАНЫХ ДНЕЙ. С первой встречи встречи до релиза. 

Мы побили рекорд KONSTRUKT (10)!!",0,13,None,0,0,https://x.com/norimyxxxo/status/1115390475949752321,None
Mon Apr 08 22:39:43 +0000 2019,"ПАЦАНЫ И ДЕВЧОНКИ, У ПОРЧИ ТОЛЬКО ЧТО РОДИЛАСЬ ДОЧЬ!

Бля, лучший вечер 🥳🥳🥳🥳🥳",14678,322,None,180,12,https://x.com/norimyxxxo/status/1115383752140705792,None
Mon Apr 08 19:48:47 +0000 2019,"Микси не захотел участвовать в треке из-за сложных отношений с командой после его последнего баттла сезона. Строчка верна, тк я на него зла не держу, у каждого свой путь. Мы с ним недавно виделись и он знает, что мои двери для него открыты. Ну а парни имеют право на свое мнение.",1966,28,None,52,8,https://x.com/norimyxxxo/status/1115340733765103618,None
Mon Apr 08 18:46:32 +0000 2019,"Я обещал расписать свои ощущения от сезона фб4, но может лучше подгон? 

Или и то, и то?",5885,40,None,348,2,https://x.com/norimyxxxo/status/1115325068362620929,None
Mon Apr 08 08:27:06 +0000 2019,Не повторяйте это дома и на улице. Особенно вордплеи,1039,18,None,17,5,https://x.com/norimyxxxo/status/1115169183157846017,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Mon Apr 08 08:09:16 +0000 2019,"Спойлер для тех, кто живет в бункере глубоко под землей: еще раз поздравляю панч-машину @kotorypalm с увереной победой

https://t.co/4r8ao6Ua9n https://t.co/RdeRpuuiEA",2647,88,None,38,8,https://x.com/norimyxxxo/status/1115164693520375808,https://pbs.twimg.com/ext_tw_video_thumb/1115164188169650176/pu/img/AKTWLVol7JI4oG5w.jpg
Sun Apr 07 14:09:45 +0000 2019,"ФИНАЛ VERSUS FB4:

https://t.co/4r8ao6Ua9n

Надо как-то мысли по поводу окончания сезона расписать, но это уже завтра, а сегодня можно просто с облегчением вздохнуть) https://t.co/Ecvcaj8vgf",1559,43,None,51,3,https://x.com/norimyxxxo/status/1114893024495120384,https://pbs.twimg.com/ext_tw_video_thumb/1114892920577056771/pu/img/dh1RroZSySzE-fto.jpg
Sat Mar 09 06:22:38 +0000 2019,Wayback machine,2344,16,None,30,1,https://x.com/norimyxxxo/status/1104266224366690305,None
Thu Mar 07 11:26:24 +0000 2019,Bahahah this is gold,1030,9,None,24,0,https://x.com/norimyxxxo/status/1103617890706771968,None
Fri Mar 01 18:41:10 +0000 2019,"https://t.co/dMIzeStlAe 
эффект от 4х часов Алекса Джонса у Джо Рогана = мэджик траффлз + ранний Дугин/Проханов, рекомендуется для особо странных вечеров наедине",765,25,None,34,22,https://x.com/norimyxxxo/status/1101552979436544000,None
Fri Mar 01 14:44:13 +0000 2019,"Должно быть стыдно, но мне не стыдно!",2390,54,None,84,6,https://x.com/norimyxxxo/status/1101493348983025665,None
Fri Mar 01 12:28:43 +0000 2019,"Певица Манижа выпустила приложение, которое может помочь в борьбе с насилием над женщинами и детьми (см. приложенные скрины)

Скачать:
https://t.co/mOsC08lxUH
Или в гуглплее: https://t.co/Bm9YETEYtR

Считаю, что тема важная и, увы, распространенная, поэтому надо поддержать https://t.co/j2J3lDb3l1",9263,2288,None,108,90,https://x.com/norimyxxxo/status/1101459247836078082,https://pbs.twimg.com/media/D0krVz5XQAAIgXK.jpg
Thu Feb 28 14:15:55 +0000 2019,RT @ThatsHowItBdoe: Attempting to battle rap my son... https://t.co/IlXz4dnsFk,0,58936,None,0,0,https://x.com/norimyxxxo/status/1101123838186872832,https://pbs.twimg.com/ext_tw_video_thumb/1100106450305572875/pu/img/4jR4pMvVCKEqj2Hi.jpg
Mon Feb 25 17:00:01 +0000 2019,"RT @booking_machine: Booking Machine presents: 
@lilgnar &amp; @GERMJEEZUS European Tour — Life On Fire 🔥 

More dates to be added soon. 

Grab…",0,17,None,0,0,https://x.com/norimyxxxo/status/1100077972818673667,None
Sun Feb 24 18:29:27 +0000 2019,"RT @versusbattleru: VERSUS: FRESH BLOOD 4 (VITYABOVEE VS @vladbw) Этап 6
https://t.co/W3c9T8vcnq
https://t.co/W3c9T8vcnq
https://t.co/W3c9T…",0,40,None,0,0,https://x.com/norimyxxxo/status/1099738090472648705,None
Wed Feb 20 15:48:34 +0000 2019,"RT @booking_machine: Booking Machine представляет: 
Весенний тур @MayWaves7863 — The Re:Up Tour 
Киев — 22 марта • Москва — 5 апреля • Екат…",0,13,None,0,0,https://x.com/norimyxxxo/status/1098248053146955776,None
Sun Feb 17 17:07:36 +0000 2019,Даню - с днюхой,1715,14,None,23,0,https://x.com/norimyxxxo/status/1097180775634608128,None
Fri Feb 15 15:28:02 +0000 2019,Вышел ⚙️⚙️,2617,59,None,33,8,https://x.com/norimyxxxo/status/1096430942795776001,None
Mon Feb 11 21:39:05 +0000 2019,🎥🍿 чекните клип и сам фильм,1515,37,None,44,18,https://x.com/norimyxxxo/status/1095074772634005504,None
Fri Feb 08 19:14:11 +0000 2019,"Охуительно, только что послушали

Essah ist zurück 🎵",723,10,None,25,2,https://x.com/norimyxxxo/status/1093951141505843203,None
Fri Feb 08 19:07:36 +0000 2019,В эфире радио Ностальжи https://t.co/BbJ7Ft50BK,1435,21,None,13,3,https://x.com/norimyxxxo/status/1093949485741428736,https://pbs.twimg.com/media/Dy59QURX4AEqgOl.jpg
Fri Feb 08 15:20:01 +0000 2019,"RT @booking_machine: Booking Machine Festival 2019 — 24 августа, Москва, Измайловский парк. Не проеби последний уикенд лета!

10 лет Bookin…",0,147,None,0,0,https://x.com/norimyxxxo/status/1093892212356722688,None
Fri Feb 08 10:04:39 +0000 2019,"Как главное лицо Рибок могу сказать, что им нужно было сесть и подумать.",20437,1684,None,242,34,https://x.com/norimyxxxo/status/1093812845387620352,None
Mon Feb 04 15:41:19 +0000 2019,"RIP Децл. Никогда его не слушал и принимал, стебался, но то, что он подготовил почву для следующих рэп-волн, отрицать глупо. Отчасти именно через отрицание такого хип-хопа такие, как я смогли в свое время сформулировать свой ответ.
В итоге так и не пересеклись. https://t.co/VtFb0j7vl4",7644,197,None,148,9,https://x.com/norimyxxxo/status/1092448022225739776,https://pbs.twimg.com/media/DyknrU7X0AARsJP.jpg
Thu Jan 31 13:49:46 +0000 2019,"Потенциально один из идеологических баттлов года, готов кричать фэктс и стрелять из пальцев. Главное, чтоб меньше тягомотины и больше экшна",1066,26,None,33,2,https://x.com/norimyxxxo/status/1090970395220557825,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151141,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Thu Jan 31 08:33:28 +0000 2019,"Трек «Под дождем» с @djino1000 теперь есть на всех цифровых платформах, вот единая ссылка:

https://t.co/xlTAboB30Y

Бит сделал @blutownsound
Мой куплет свел @kingporchy 
Обложку сделал @black_griffel 
Отдельное спасибо @ZMurodshoeva и @ilyaorda https://t.co/wbeM3w9xT6",1470,55,None,55,3,https://x.com/norimyxxxo/status/1090890798495879168,https://pbs.twimg.com/media/DyOfYupX0AAnpF1.jpg
Wed Jan 30 16:51:08 +0000 2019,"Да, везде будет в течение суток",1278,10,None,43,1,https://x.com/norimyxxxo/status/1090653649511071745,None
Wed Jan 30 16:03:51 +0000 2019,"New: Джино, Oxxxymiron - Под дождем

Тут Никита @djino1000 из «1000 слов» воскрес. Мы с ним в том году встретились, выпили водки и записали вот этот трек. 

Слушать целиком: https://t.co/xlTAboB30Y https://t.co/GRwFyj5Mxg",4095,376,None,235,14,https://x.com/norimyxxxo/status/1090641752212602882,https://pbs.twimg.com/ext_tw_video_thumb/1090641213177430018/pu/img/-JZtIXVq23BzgdFm.jpg
Wed Jan 30 08:41:08 +0000 2019,"Спецспособность: просрать не только пароль от твиттора, но и доступ ко всему, что может его восстановить

Как обычно, спасибо @ZMurodshoeva и ее героическим усилиям - вернули вот.",6358,80,None,217,6,https://x.com/norimyxxxo/status/1090530337636139009,None
Mon Dec 10 07:26:21 +0000 2018,"RT @ArtemSharon: SharOn - EP ""Купаж Куражей"" (2018) уже в группе вк и на всех цифровых площадках!

https://t.co/xPadTzBrjC
https://t.co/Ufq…",0,44,None,0,0,https://x.com/norimyxxxo/status/1072029738267484165,None
Mon Dec 10 07:06:50 +0000 2018,"RT @versusbattleru: VERSUS: FRESH BLOOD 4 (@dinastsg VS @oleg_sawyer) Этап 5
https://t.co/9S0e67tgy6
https://t.co/9S0e67tgy6
https://t.co/9…",0,41,None,0,0,https://x.com/norimyxxxo/status/1072024827295395840,None
